,Player,Tm,Age,2021 Games,2021 GS,2021 Tgt,2021 Rec,2021 RushingYds,2021 RushingTD,2021 RushingAtt,2021 ReceivingYds,2021 ReceivingTD,2021 FantasyPoints,2019 Games,2019 GS,2019 Tgt,2019 Rec,2019 RushingYds,2019 RushingTD,2019 RushingAtt,2019 ReceivingYds,2019 ReceivingTD,2019 FantasyPoints,2020 Games,2020 GS,2020 Tgt,2020 Rec,2020 RushingYds,2020 RushingTD,2020 RushingAtt,2020 ReceivingYds,2020 ReceivingTD,2020 FantasyPoints,Usage19,Touchdowns19,TotYdsScrm19,Production19,Usage20,Touchdowns20,TotYdsScrm20,Production20,Usage21,Touchdowns21,TotYdsScrm21,Production21,Average Total Usage,Average Total Yards,Average Total Production
287,David Johnson,ARI,28.0,13.0,9.0,47.0,36.0,345.0,2.0,94.0,370.0,4.0,141.5,13,4,42.0,32.0,228.0,0.0,67.0,225.0,1.0,49.0,12.0,12.0,46.0,33.0,691.0,6.0,147.0,314.0,2.0,147.0,8.384615384615385,1.0,453.0,54.146788990825684,16.083333333333332,8.0,1005.0,62.984455958549226,10.846153846153847,6.0,715.0,66.47517730496453,11.771367521367521,724.3333333333334,61.202140751446485
288,Derrick Gore,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,9.0,8.0,256.0,2.0,51.0,105.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.454545454545454,2.0,361.0,66.55000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,120.33333333333333,22.183333333333337
289,Travis Homer,SEA,21.0,16.0,1.0,13.0,11.0,114.0,0.0,18.0,56.0,0.0,28.0,14,0,20.0,16.0,177.0,1.0,21.0,161.0,0.0,46.0,9.0,0.0,10.0,9.0,88.0,0.0,25.0,90.0,1.0,24.0,2.9285714285714284,1.0,338.0,115.75609756097562,3.888888888888889,1.0,178.0,46.02857142857143,1.9375,0.0,170.0,87.74193548387096,2.9183201058201056,228.66666666666666,83.17553482447266
290,Jeremy McNichols,JAX,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,38.0,28.0,156.0,0.0,41.0,240.0,1.0,46.0,16.0,0.0,17.0,12.0,204.0,1.0,47.0,55.0,0.0,32.0,5.642857142857143,1.0,396.0,70.35443037974683,4.0,1.0,259.0,65.0,0.0,0.0,0.0,0.0,3.214285714285714,218.33333333333334,45.11814345991561
291,Jaret Patterson,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,11.0,10.0,266.0,2.0,68.0,73.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.647058823529412,2.0,339.0,73.37974683544303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5490196078431373,113.0,24.459915611814342
292,Damien Williams,KAN,27.0,11.0,6.0,37.0,30.0,498.0,5.0,111.0,213.0,2.0,141.1,12,2,23.0,16.0,164.0,2.0,40.0,103.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,3.0,267.0,51.42857142857143,0.0,0.0,0.0,0.0,13.454545454545455,7.0,711.0,53.36486486486486,6.234848484848484,326.0,34.93114543114543
293,Jeff Wilson,SFO,24.0,10.0,0.0,5.0,3.0,105.0,4.0,27.0,34.0,1.0,46.9,9,4,8.0,7.0,294.0,2.0,79.0,31.0,0.0,45.0,12.0,3.0,28.0,13.0,600.0,7.0,126.0,133.0,3.0,129.0,9.666666666666666,2.0,325.0,33.827586206896555,12.833333333333334,10.0,733.0,57.896103896103895,3.2,5.0,139.0,45.0,8.566666666666666,399.0,45.57456336766682
294,Kyle Juszczyk,SFO,28.0,12.0,12.0,24.0,20.0,7.0,0.0,3.0,239.0,1.0,50.6,17,16,38.0,30.0,22.0,1.0,8.0,296.0,1.0,44.0,16.0,15.0,29.0,19.0,64.0,2.0,17.0,202.0,4.0,63.0,2.7058823529411766,2.0,318.0,118.26086956521739,2.875,6.0,266.0,94.6086956521739,2.25,1.0,246.0,109.77777777777777,2.610294117647059,276.6666666666667,107.54911433172303
295,Chris Carson,SEA,25.0,15.0,15.0,47.0,37.0,1230.0,7.0,278.0,266.0,2.0,232.6,4,4,6.0,6.0,232.0,3.0,54.0,29.0,0.0,42.0,12.0,12.0,46.0,37.0,681.0,5.0,141.0,287.0,4.0,151.0,15.0,3.0,261.0,17.6,15.583333333333334,9.0,968.0,62.6951871657754,21.666666666666668,9.0,1496.0,69.46153846153845,17.416666666666668,908.3333333333334,49.918908542437954
296,Tevin Coleman,SFO,26.0,14.0,11.0,30.0,21.0,544.0,6.0,137.0,180.0,1.0,135.4,11,5,16.0,11.0,356.0,0.0,84.0,49.0,0.0,41.0,8.0,1.0,5.0,4.0,53.0,0.0,28.0,34.0,0.0,9.0,9.090909090909092,0.0,405.0,44.55,4.125,0.0,87.0,21.09090909090909,11.928571428571429,7.0,724.0,61.2814371257485,8.381493506493507,405.3333333333333,42.30744873888586
297,Phillip Lindsay,DEN,25.0,16.0,16.0,48.0,35.0,1011.0,7.0,224.0,196.0,0.0,197.7,14,1,5.0,4.0,249.0,1.0,88.0,45.0,1.0,41.0,11.0,8.0,14.0,7.0,502.0,1.0,118.0,28.0,0.0,59.0,6.642857142857143,2.0,294.0,44.55913978494623,12.0,1.0,530.0,44.25,17.0,7.0,1207.0,71.41176470588235,11.88095238095238,677.0,53.40696816360953
298,Peyton Barber,TAM,25.0,16.0,7.0,24.0,16.0,470.0,6.0,154.0,115.0,1.0,114.5,10,1,13.0,10.0,212.0,2.0,55.0,67.0,0.0,40.0,16.0,2.0,7.0,4.0,258.0,4.0,94.0,12.0,0.0,51.0,6.8,2.0,279.0,41.32352941176471,6.3125,4.0,270.0,43.40594059405941,11.125,7.0,585.0,53.21348314606742,8.079166666666667,378.0,45.980984383963836
299,DeeJay Dallas,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,23.0,21.0,138.0,2.0,33.0,133.0,0.0,39.0,12.0,2.0,20.0,17.0,108.0,2.0,34.0,111.0,1.0,40.0,3.2941176470588234,2.0,271.0,82.875,4.5,3.0,219.0,49.333333333333336,0.0,0.0,0.0,0.0,2.5980392156862746,163.33333333333334,44.06944444444445
300,Dare Ogunbowale,TAM,25.0,16.0,0.0,46.0,35.0,17.0,2.0,11.0,286.0,0.0,75.3,17,2,21.0,13.0,137.0,1.0,43.0,114.0,1.0,37.0,14.0,2.0,20.0,10.0,145.0,0.0,32.0,54.0,0.0,20.0,3.764705882352941,2.0,251.0,67.203125,3.7142857142857144,0.0,199.0,53.57692307692307,3.5625,2.0,303.0,85.6140350877193,3.680497198879552,251.0,68.79802772154746
301,Giovani Bernard,CIN,28.0,16.0,2.0,43.0,30.0,170.0,0.0,53.0,234.0,0.0,68.4,12,0,29.0,23.0,58.0,0.0,8.0,123.0,3.0,36.0,16.0,10.0,59.0,47.0,416.0,3.0,124.0,355.0,3.0,111.0,3.0833333333333335,3.0,181.0,59.67567567567567,11.4375,6.0,771.0,67.93442622950819,6.0,0.0,404.0,67.33333333333333,6.840277777777779,452.0,64.98114507950572
302,Matt Breida,SFO,24.0,13.0,5.0,22.0,19.0,623.0,1.0,123.0,120.0,1.0,103.3,9,0,9.0,7.0,125.0,1.0,26.0,72.0,2.0,36.0,12.0,1.0,10.0,9.0,254.0,0.0,59.0,96.0,0.0,33.0,3.888888888888889,3.0,197.0,51.42857142857143,5.75,0.0,350.0,60.869565217391305,11.153846153846153,2.0,743.0,66.79310344827587,6.930911680911681,430.0,59.69708003141287
303,Chris Evans,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,17.0,15.0,77.0,0.0,17.0,151.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,2.0,228.0,94.70588235294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095238095238094,76.0,31.568627450980397
304,Carlos Hyde,HOU,29.0,16.0,14.0,16.0,10.0,1070.0,6.0,245.0,42.0,0.0,153.2,12,2,21.0,12.0,253.0,1.0,72.0,65.0,0.0,34.0,10.0,1.0,20.0,16.0,356.0,4.0,81.0,93.0,0.0,69.0,7.75,1.0,318.0,41.16129032258065,10.1,4.0,449.0,44.851485148514854,16.3125,6.0,1112.0,68.53639846743295,11.387500000000001,626.3333333333334,51.51639131284281
305,Le'Veon Bell,NYJ,27.0,15.0,15.0,78.0,66.0,789.0,3.0,245.0,461.0,1.0,213.0,8,0,7.0,5.0,101.0,2.0,39.0,30.0,1.0,33.0,11.0,4.0,20.0,16.0,328.0,2.0,82.0,138.0,0.0,59.0,5.75,3.0,131.0,23.304347826086957,9.272727272727273,2.0,466.0,50.470588235294116,21.533333333333335,4.0,1250.0,58.23529411764705,12.185353535353537,615.6666666666666,44.00341005967604
306,Demetric Felton,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2,21.0,18.0,24.0,0.0,7.0,181.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.0,205.0,118.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,68.33333333333333,39.42857142857143
307,Ke'Shawn Vaughn,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,8.0,4.0,180.0,2.0,36.0,26.0,0.0,33.0,10.0,0.0,10.0,5.0,109.0,0.0,26.0,34.0,1.0,18.0,3.6666666666666665,2.0,206.0,56.72727272727273,3.6,1.0,143.0,40.0,0.0,0.0,0.0,0.0,2.422222222222222,116.33333333333333,32.24242424242424
308,Ty'Son Williams,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,12.0,9.0,185.0,1.0,35.0,84.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6153846153846154,1.0,269.0,74.68085106382979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205128205128205,89.66666666666667,24.893617021276597
309,Craig Reynolds,WAS,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,8.0,7.0,230.0,0.0,55.0,52.0,0.0,28.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0,0.0,1.0,12.6,0.0,282.0,22.380952380952383,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,4.533333333333333,96.33333333333333,9.793650793650794
310,Salvon Ahmed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,19.0,12.0,149.0,0.0,54.0,117.0,0.0,27.0,6.0,4.0,14.0,11.0,319.0,3.0,75.0,61.0,0.0,58.0,6.083333333333333,0.0,266.0,43.726027397260275,14.833333333333334,3.0,380.0,25.820224719101123,0.0,0.0,0.0,0.0,6.972222222222222,215.33333333333334,23.182084038787135
311,Jamycal Hasty,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,29.0,23.0,68.0,1.0,16.0,157.0,0.0,27.0,8.0,0.0,8.0,7.0,148.0,1.0,39.0,33.0,0.0,24.0,4.090909090909091,1.0,225.0,55.24444444444445,5.875,1.0,181.0,30.97872340425532,0.0,0.0,0.0,0.0,3.321969696969697,135.33333333333334,28.74105594956659
312,Elijhaa Penny,NYG,26.0,16.0,1.0,4.0,2.0,39.0,0.0,15.0,9.0,0.0,6.8,17,3,13.0,9.0,99.0,1.0,24.0,30.0,1.0,27.0,14.0,0.0,3.0,2.0,15.0,0.0,6.0,20.0,0.0,4.0,2.176470588235294,2.0,129.0,60.18918918918919,0.6428571428571429,0.0,35.0,54.44444444444444,1.1875,0.0,48.0,40.421052631578945,1.335609243697479,70.66666666666667,51.68489542173753
313,Royce Freeman,DEN,23.0,16.0,0.0,50.0,43.0,496.0,3.0,132.0,256.0,1.0,142.2,15,0,16.0,10.0,169.0,0.0,56.0,77.0,0.0,25.0,16.0,0.0,13.0,12.0,170.0,0.0,35.0,81.0,0.0,25.0,4.8,0.0,246.0,51.25,3.0,0.0,251.0,83.66666666666667,11.375,4.0,752.0,66.46153846153847,6.391666666666667,416.3333333333333,67.12606837606837
314,Trey Sermon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,4.0,3.0,167.0,1.0,41.0,26.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,193.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,64.33333333333333,12.933333333333332
315,Corey Clement,PHI,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,17,0,7.0,6.0,140.0,0.0,33.0,29.0,1.0,23.0,15.0,0.0,6.0,5.0,75.0,1.0,21.0,25.0,0.0,16.0,2.3529411764705883,1.0,169.0,72.25,1.8,1.0,100.0,56.11111111111111,0.0,0.0,0.0,0.0,1.3843137254901963,89.66666666666667,42.78703703703704
316,Jerick McKinnon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,20.0,13.0,62.0,0.0,12.0,107.0,1.0,23.0,16.0,4.0,46.0,33.0,319.0,5.0,81.0,253.0,1.0,93.0,2.4615384615384617,1.0,169.0,69.0625,7.9375,6.0,572.0,72.81889763779527,0.0,0.0,0.0,0.0,3.4663461538461537,247.0,47.29379921259842
317,Adrian Peterson,WAS,34.0,15.0,15.0,23.0,17.0,898.0,5.0,211.0,142.0,0.0,147.0,4,3,4.0,4.0,98.0,2.0,38.0,8.0,0.0,23.0,16.0,10.0,18.0,12.0,604.0,7.0,156.0,101.0,0.0,113.0,10.5,2.0,106.0,10.285714285714286,10.875,7.0,705.0,65.47126436781609,15.6,5.0,1040.0,66.98717948717949,12.325000000000001,617.0,47.5813860469033
318,Eno Benjamin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,7.0,6.0,118.0,1.0,34.0,42.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.555555555555555,1.0,160.0,35.34146341463415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5185185185185184,53.333333333333336,11.78048780487805
319,Jermar Jefferson,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,5.0,4.0,74.0,2.0,15.0,23.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,2.0,97.0,34.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809524,32.333333333333336,11.549999999999999
320,Malcolm Brown,LAR,26.0,14.0,1.0,6.0,2.0,255.0,5.0,69.0,16.0,0.0,59.1,7,3,5.0,3.0,125.0,1.0,33.0,10.0,0.0,20.0,16.0,0.0,33.0,23.0,419.0,5.0,101.0,162.0,0.0,86.0,5.428571428571429,1.0,135.0,25.052631578947366,8.375,5.0,581.0,69.97014925373135,5.357142857142857,5.0,271.0,51.52,6.386904761904762,329.0,48.84759361089291
321,Godwin Igwebuike,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,10.0,7.0,118.0,1.0,18.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6470588235294117,1.0,178.0,108.67857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5490196078431372,59.333333333333336,36.226190476190474
322,Kene Nwangwu,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,5.0,4.0,61.0,0.0,13.0,9.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,0.0,70.0,42.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,23.333333333333332,14.25925925925926
323,James White,NWE,27.0,15.0,1.0,95.0,72.0,263.0,1.0,67.0,645.0,5.0,198.2,3,0,14.0,12.0,38.0,1.0,10.0,94.0,0.0,19.0,14.0,0.0,62.0,49.0,121.0,2.0,35.0,375.0,1.0,68.0,8.0,1.0,132.0,16.625,6.928571428571429,3.0,496.0,72.02061855670102,10.8,6.0,908.0,84.62962962962962,8.576190476190476,512.0,57.75841606211022
324,Tony Jones,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,8.0,5.0,142.0,0.0,54.0,29.0,0.0,17.0,1.0,1.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,1.0,5.636363636363637,0.0,171.0,30.338709677419352,3.0,0.0,13.0,4.333333333333333,0.0,0.0,0.0,0.0,2.878787878787879,61.333333333333336,11.557347670250897
325,Austin Walter,NYG,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,3.0,2.0,101.0,1.0,26.0,9.0,0.0,17.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,27.0,0.0,3.0,7.25,1.0,110.0,15.310344827586206,0.5,0.0,30.0,60.0,0.0,0.0,0.0,0.0,2.5833333333333335,46.666666666666664,25.103448275862068
326,Jonathan Williams,IND,25.0,9.0,1.0,5.0,5.0,235.0,1.0,49.0,59.0,0.0,40.4,5,0,6.0,4.0,79.0,1.0,17.0,28.0,0.0,17.0,5.0,0.0,4.0,4.0,5.0,0.0,1.0,21.0,0.0,1.0,4.6,1.0,107.0,23.47826086956522,1.0,0.0,26.0,26.0,6.0,1.0,294.0,49.166666666666664,3.8666666666666667,142.33333333333334,32.88164251207729
327,C.J. Ham,MIN,26.0,16.0,7.0,26.0,17.0,17.0,0.0,7.0,149.0,1.0,37.6,17,8,18.0,17.0,34.0,0.0,7.0,125.0,0.0,16.0,15.0,11.0,13.0,8.0,18.0,0.0,5.0,97.0,1.0,18.0,1.4705882352941178,0.0,159.0,108.11999999999999,1.2,1.0,115.0,96.66666666666667,2.0625,1.0,166.0,80.96969696969697,1.5776960784313727,146.66666666666666,95.25212121212121
328,Qadree Ollison,ATL,23.0,8.0,0.0,2.0,1.0,50.0,4.0,22.0,7.0,0.0,30.7,8,0,6.0,4.0,105.0,1.0,21.0,12.0,0.0,16.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.375,1.0,117.0,34.96296296296296,0.3333333333333333,0.0,3.0,9.0,3.0,4.0,57.0,20.333333333333332,2.236111111111111,59.0,21.432098765432098
329,Alec Ingold,OAK,23.0,16.0,4.0,6.0,6.0,17.0,0.0,10.0,44.0,1.0,18.1,9,3,12.0,10.0,1.0,0.0,2.0,85.0,1.0,15.0,16.0,4.0,17.0,12.0,4.0,0.0,3.0,110.0,1.0,17.0,1.5555555555555556,1.0,86.0,55.92857142857143,1.25,1.0,114.0,92.0,1.0,1.0,61.0,62.0,1.2685185185185184,87.0,69.97619047619048
330,Larry Rountree,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,2.0,1.0,87.0,1.0,36.0,-1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,1.0,86.0,27.47368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0555555555555556,28.666666666666668,9.157894736842106
331,J.J. Taylor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4.0,4.0,37.0,2.0,19.0,8.0,0.0,15.0,6.0,0.0,2.0,1.0,110.0,0.0,23.0,4.0,0.0,11.0,4.6,2.0,45.0,10.217391304347826,4.166666666666667,0.0,114.0,27.36,0.0,0.0,0.0,0.0,2.922222222222222,53.0,12.525797101449276
332,Patrick Taylor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,2.0,2.0,89.0,1.0,23.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,1.0,92.0,33.480000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259259259259,30.666666666666668,11.160000000000002
333,Wayne Gallman,NYG,25.0,10.0,2.0,15.0,11.0,110.0,2.0,29.0,102.0,1.0,48.2,8,0,3.0,1.0,104.0,0.0,28.0,21.0,0.0,13.0,15.0,10.0,27.0,21.0,682.0,6.0,147.0,114.0,0.0,116.0,3.875,0.0,125.0,32.25806451612903,11.6,6.0,796.0,69.13793103448276,4.4,3.0,212.0,48.86363636363636,6.625,377.6666666666667,50.08654397141604
334,Patrick Ricard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,11,13.0,8.0,4.0,0.0,2.0,63.0,1.0,13.0,15.0,10.0,12.0,9.0,-1.0,0.0,1.0,45.0,1.0,8.0,1.1538461538461537,1.0,67.0,58.93333333333334,0.8666666666666667,1.0,44.0,51.92307692307692,0.0,0.0,0.0,0.0,0.6735042735042734,37.0,36.95213675213675
335,Michael Burton,WAS,27.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,3.0,3.0,26.0,1.0,8.0,31.0,0.0,12.0,15.0,4.0,4.0,4.0,18.0,0.0,7.0,28.0,0.0,5.0,0.6875,1.0,57.0,84.36363636363636,0.7333333333333333,0.0,46.0,62.727272727272734,0.1,0.0,0.0,0.0,0.5069444444444445,34.333333333333336,49.03030303030303
336,Joshua Kelley,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,6.0,5.0,102.0,0.0,33.0,38.0,0.0,12.0,14.0,0.0,23.0,23.0,354.0,2.0,111.0,148.0,0.0,58.0,3.9,0.0,140.0,35.8974358974359,9.571428571428571,2.0,502.0,52.65671641791045,0.0,0.0,0.0,0.0,4.4904761904761905,214.0,29.518050771782118
337,Marlon Mack,IND,23.0,14.0,12.0,17.0,14.0,1091.0,8.0,247.0,82.0,0.0,179.3,6,0,5.0,2.0,101.0,0.0,28.0,8.0,0.0,11.0,1.0,1.0,3.0,3.0,26.0,0.0,4.0,30.0,0.0,6.0,5.5,0.0,109.0,19.818181818181817,7.0,0.0,56.0,8.0,18.857142857142858,8.0,1173.0,62.628787878787875,10.452380952380953,446.0,30.148989898989896
338,Jalen Richard,OAK,26.0,16.0,0.0,43.0,36.0,145.0,0.0,39.0,323.0,0.0,82.8,10,0,14.0,12.0,40.0,0.0,9.0,72.0,0.0,11.0,13.0,0.0,23.0,19.0,123.0,1.0,22.0,138.0,0.0,32.0,2.3,0.0,112.0,48.69565217391305,3.4615384615384617,1.0,261.0,75.68888888888888,5.125,0.0,468.0,91.3170731707317,3.6288461538461534,280.3333333333333,71.90053807784454
339,Benny Snell Jr.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,4.0,2.0,98.0,0.0,36.0,13.0,0.0,11.0,16.0,3.0,14.0,10.0,368.0,4.0,111.0,61.0,0.0,65.0,2.3529411764705883,0.0,111.0,47.175,7.8125,4.0,429.0,55.424,0.0,0.0,0.0,0.0,3.388480392156863,180.0,34.199666666666666
340,Ryquell Armstead,JAX,23.0,16.0,1.0,24.0,14.0,108.0,0.0,35.0,144.0,2.0,51.2,2,0,4.0,3.0,80.0,0.0,15.0,16.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,96.0,10.105263157894736,0.0,0.0,0.0,0.0,3.6875,2.0,252.0,68.88135593220339,4.395833333333333,116.0,26.32887303003271
341,Jason Cabinda,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4,7.0,4.0,23.0,0.0,3.0,16.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,39.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2380952380952381,13.0,18.666666666666668
342,JaQuan Hardy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,29.0,1.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,29.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,9.666666666666666,7.5
343,Deon Jackson,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0.0,0.0,31.0,1.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4444444444444444,1.0,31.0,22.153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,10.333333333333334,7.384615384615384
344,Andy Janovich,DEN,26.0,7.0,3.0,5.0,5.0,1.0,1.0,1.0,42.0,0.0,15.3,13,3,4.0,3.0,0.0,1.0,2.0,9.0,0.0,9.0,14.0,3.0,5.0,2.0,4.0,0.0,2.0,13.0,0.0,2.0,0.46153846153846156,1.0,9.0,21.666666666666664,0.5,0.0,17.0,34.0,0.8571428571428571,1.0,43.0,51.333333333333336,0.6062271062271062,23.0,35.666666666666664
345,Keith Smith,ATL,27.0,16.0,5.0,3.0,1.0,8.0,0.0,5.0,13.0,0.0,3.1,17,8,10.0,9.0,31.0,0.0,9.0,56.0,0.0,9.0,16.0,7.0,15.0,11.0,7.0,0.0,4.0,59.0,0.0,7.0,1.1176470588235294,0.0,87.0,77.84210526315789,1.1875,0.0,66.0,55.578947368421055,0.5,0.0,21.0,42.0,0.9350490196078431,58.0,58.47368421052632
346,Alex Armah,CAR,25.0,16.0,1.0,2.0,2.0,11.0,1.0,6.0,6.0,0.0,9.7,11,2,1.0,1.0,21.0,0.0,5.0,1.0,1.0,8.0,16.0,1.0,9.0,5.0,9.0,0.0,6.0,18.0,0.0,3.0,0.5454545454545454,1.0,22.0,42.16666666666667,0.9375,0.0,27.0,28.8,0.5,1.0,17.0,36.0,0.6609848484848485,22.0,35.65555555555556
347,Johnny Stanton,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2.0,2.0,5.0,0.0,3.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,12.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,4.0,3.466666666666667
348,Jonathan Ward,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,4.0,3.0,33.0,0.0,9.0,34.0,0.0,7.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,7.0,1.0,0.0,67.0,67.0,0.07142857142857142,1.0,11.0,168.0,0.0,0.0,0.0,0.0,0.35714285714285715,26.0,78.33333333333333
349,Mike Boone,MIN,24.0,16.0,2.0,4.0,3.0,273.0,3.0,49.0,17.0,0.0,50.0,8,0,2.0,2.0,35.0,0.0,4.0,22.0,0.0,6.0,16.0,0.0,2.0,2.0,59.0,1.0,11.0,10.0,0.0,13.0,0.75,0.0,57.0,76.0,0.8125,1.0,69.0,86.15384615384616,3.3125,3.0,290.0,88.45283018867924,1.625,138.66666666666666,83.53555878084181
